Id_answer,OwnerUserId_answer,CreationDate_answer,ParentId,Score_answer,Body_answer,Id_question,OwnerUserId_question,CreationDate_question,ClosedDate,Score_question,Title,Body_question
1241121,146487.0,2009-08-06 20:11:55+00:00,1240960,68,"When Inherited = true (which is the default) it means that the attribute you are creating can be inherited by sub-classes of the class decorated by the attribute.
So - if you create MyUberAttribute with [AttributeUsage (Inherited = true)]
[AttributeUsage (Inherited = True)]
MyUberAttribute : Attribute
{
   string _SpecialName;
   public string SpecialName
   { 
     get { return _SpecialName; }
     set { _SpecialName = value; }
   }
}

Then use the Attribute by decorating a super-class...
[MyUberAttribute(SpecialName = ""Bob"")]
class MySuperClass 
{
  public void DoInterestingStuf () { ... }
}

If we create an sub-class of MySuperClass it will have this attribute...
class MySubClass : MySuperClass
{
   ...
}

Then instantiate an instance of MySubClass...
MySubClass MySubClassInstance = new MySubClass();

Then test to see if it has the attribute...
MySubClassInstance <--- now has the MyUberAttribute with ""Bob"" as the SpecialName value.
",1240960,130758.0,2009-08-06 19:45:17+00:00,,58,How does inheritance work for Attributes?,"What does the Inherited bool property on attributes refers to? 
Does it mean that if I define my class with an attribute AbcAtribute (that has Inherited = true), and if I inherit another class from that class, that the derived class will also have that same attribute applied to it?
To clarify this question with a code example, imagine the following:
[AttributeUsage(AttributeTargets.Class, Inherited = true)]
public class Random: Attribute
{ /* attribute logic here */ }

[Random]
class Mother 
{ }

class Child : Mother 
{ }

Does Child also have the Random attribute applied to it?
"
11001759,368926.0,2012-06-12 17:29:44+00:00,11001720,130,"Use copyOfRange method from java.util.Arrays class:
int[] newArray = Arrays.copyOfRange(oldArray, startIndex, endIndex);

startIndex is the initial index of the range to be copied, inclusive.
endIndex is the final index of the range to be copied, exclusive. (This index may lie outside the array)
E.g.:
   //index   0   1   2   3   4
int[] arr = {10, 20, 30, 40, 50};
Arrays.copyOfRange(arr, 0, 2);          // returns {10, 20}
Arrays.copyOfRange(arr, 1, 4);          // returns {20, 30, 40}
Arrays.copyOfRange(arr, 2, arr.length); // returns {30, 40, 50} (length = 5)

",11001720,847773.0,2012-06-12 17:27:20+00:00,,81,get only part of an Array in Java?,"I have an array of Integers in Java, I would like use only a part of it. I know in Python you can do something like this array[index:] and it returns the array from the index. Is something like this possible in Java.
"
10611215,541091.0,2012-05-16 02:22:36+00:00,10611170,326,"Your selector is retrieving the text box's surrounding <div class='textBoxEmployeeNumber'> instead of the input inside it.
// Access the input inside the div with this selector:
$(function () {
  $('.textBoxEmployeeNumber input').val(""fgg"");
});

Update after seeing output HTML
If the ASP.NET code reliably outputs the HTML <input> with an id attribute id='EmployeeId', you can more simply just use:
$(function () {
  $('#EmployeeId').val(""fgg"");
});

Failing this, you will need to verify in your browser's error console that you don't have other script errors causing this to fail.  The first example above works correctly in this demonstration.
",10611170,782252.0,2012-05-16 02:17:24+00:00,,209,How to set value of input text using jQuery,"I have an input text which is this:
<div class=""editor-label"">
    @Html.LabelFor(model => model.EmployeeId, ""Employee Number"")
</div>

<div class=""editor-field textBoxEmployeeNumber"">
    @Html.EditorFor(model => model.EmployeeId) 
    @Html.ValidationMessageFor(model => model.EmployeeId)
</div>

I want to set the value of this input text using jquery so i did this:
<script type=""text/javascript"" language=""javascript"">
    $(function() {
        $('.textBoxEmployeeNumber').val(""fgg"");
    });
</script> 

however, it is not working... what is the error in my syntax?
"
4308628,243164.0,2010-11-29 22:15:11+00:00,4308610,84,"Add the following line to .gitignore:
/Hello.class

This will exclude Hello.class from git.  If you have already committed it, run the following command:
git rm Hello.class

If you want to exclude all class files from git, add the following line to .gitignore:
*.class

",4308610,514612.0,2010-11-29 22:12:24+00:00,,305,How to ignore certain files in git?,"I have a repository with a file Hello.java. When I compile it an additional Hello.class file is generated.
I created an entry for Hello.class in a .gitignore file. However the file still appears to be tracked.
I want to know how to make git ignore Hello.class.
"
2282656,73282.0,2010-02-17 16:56:15+00:00,2281850,135,"The process for timing out an operations is described in the documentation for signal.
The basic idea is to use signal handlers to set an alarm for some time interval and raise an exception once that timer expires.
Note that this will only work on UNIX.
Here's an implementation that creates a decorator (save the following code as timeout.py).
from functools import wraps
import errno
import os
import signal

class TimeoutError(Exception):
    pass

def timeout(seconds=10, error_message=os.strerror(errno.ETIME)):
    def decorator(func):
        def _handle_timeout(signum, frame):
            raise TimeoutError(error_message)

        def wrapper(*args, **kwargs):
            signal.signal(signal.SIGALRM, _handle_timeout)
            signal.alarm(seconds)
            try:
                result = func(*args, **kwargs)
            finally:
                signal.alarm(0)
            return result

        return wraps(func)(wrapper)

    return decorator

This creates a decorator called @timeout that can be applied to any long running functions.
So, in your application code, you can use the decorator like so:
from timeout import timeout

# Timeout a long running function with the default expiry of 10 seconds.
@timeout
def long_running_function1():
    ...

# Timeout after 5 seconds
@timeout(5)
def long_running_function2():
    ...

# Timeout after 30 seconds, with the error ""Connection timed out""
@timeout(30, os.strerror(errno.ETIMEDOUT))
def long_running_function3():
    ...

",2281850,160574.0,2010-02-17 15:21:48+00:00,2015-02-14 11:08:38+00:00,79,Timeout function if it takes too long to finish,"I have a shell script that loops through a text file containing URL:s that I want to visit and take screenshots of.
All this is done and simple. The script initializes a class that when run creates a screenshot of each site in the list. Some sites take a very, very long time to load, and some might not be loaded at all. So I want to wrap the screengrabber-function in a timeout script, making the function return False if it couldn't finish within 10 seconds.
I'm content with the simplest solution possible, maybe setting a asynchronous timer that will return False after 10 seconds no matter what actually happens inside the function?
"
7369576,115730.0,2011-09-10 04:15:03+00:00,7369390,113,"If you aren't use CoreData you could do:
NSPredicate *predicateName = [NSPredicate predicateWithFormat:@""name.length > 0""];

If the string is empty, this will fail (because 0 == 0).  Similarly, if name is nil, it will also fail, because [nil length] == 0.
",7369390,163845.0,2011-09-10 03:19:07+00:00,,56,"NSPredicate to test for NULL, and blank strings","I have an NSArray and need to filter out any strings that are null or rather, have ' ' (empty string). How do I do that? I have tried doing:
NSPredicate *predicateName = [NSPredicate predicateWithFormat:@""(name!=nil)""]; 

but that doesn't seem to work. Or maybe it does but there are different kinds of null...
"
8657774,1060591.0,2011-12-28 15:30:15+00:00,8657740,104,"hash = {""apple"" => ""fruit"", ""carrot"" => ""vegetable""}
array = hash.keys   #=> [""apple"", ""carrot""]

it's that simple
",8657740,46011.0,2011-12-28 15:26:44+00:00,,43,Ruby get object keys as array,"I am new to Ruby, if I have an object like this 
{""apple"" => ""fruit"", ""carrot"" => ""vegetable""}

How can I return an array of just the keys?
[""apple"", ""carrot""]

"
7972206,88656.0,2011-11-01 20:04:11+00:00,7972150,82,"Lessons to learn from this:
1) Guid is a value type, not a reference type.
2) Calling the default constructor new S() on any value type always gives you back the all-zero form of that value type, whatever it is.  It is logically the same as default(S).
",7972150,505383.0,2011-11-01 19:59:47+00:00,,143,Guid is all 0's (zeros)?,"I'm testing out some WCF services that send objects with Guids back and forth. In my web app test code, I'm doing the following:
var responseObject = proxy.CallService(new RequestObject
{
    Data = ""misc. data"",
    Guid = new Guid()
});

For some reason, the call to new Guid() is generating Guids with all 0's (zeros) like this:
00000000-0000-0000-0000-000000000000
What could be causing this?
"
20024818,3000394.0,2013-11-16 22:38:08+00:00,19722920,94,"I was having the same problem with similar code. There's a severe dearth of information about this error, so since the OP didn't elaborate:
With some debugging I realised the error was being thrown by the ajax call in the depths of jquery, not the actual append.
Turns out I'd forgotten to add processData: false, contentType: false to the ajax request; Doing so fixed the problem.
",19722920,2889070.0,2013-11-01 08:03:32+00:00,,16,Submitting a file with jQuery.ajax gives TypeError,"I am trying to submit a file from a form using jQuery's ajax method:
var ofile=document.getElementById('image').files[0];
var formdata = new FormData();
formdata.append(""image"",ofile);

$.ajax({
    url:'elements/save_elements',
    data:formdata,
    type:'POST'
});

This results in the error TypeError: 'append' called on an object that does not implement interface FormData.
What causes this error? It doesn't happen on the actual formdata.append, but inside jQuery.
"
15458733,972789.0,2013-03-17 08:04:15+00:00,15458650,65,"You can try doing
<p>
  <a href=""MY WEBSITE LINK"" target=""_blank"">
    <img src=""IMAGE LINK"" style='width:100%;' border=""0"" alt=""Null"">
  </a>
</p>

This should scale your image if in a fluid layout.
For responsive (meaning your layout reacts to the size of the window) you can add a class to the image and use @media queries in css to change the width of the image.
Note that changing the height of the image will mess the ratio 
",15458650,2176358.0,2013-03-17 07:51:25+00:00,2016-06-07 20:44:15+00:00,33,Make an image responsive - simplest way,"I have been searching for a solution to this for a while now, with no luck. 
I notice that my code is responsive, in the fact that if I scale it down to the size of a phone or tablet - all of the text, links, and social icons scale accordingly.
However, the ONLY thing that doesn't is my image in the body; which is wrapped in paragraph tags.. with that being said, is there a simple way to make the image responsive as well?
Thank you! 
Here's the code that I used to have my image show in the body:
</body> 
</center> 
<p><a href=""MY WEBSITE LINK"" target=""_blank""><img src=""IMAGE LINK"" border=""0"" alt=""Null""></a></p> 
</center>
</body>

"
546214,8954.0,2009-02-13 14:50:20+00:00,546160,82,"From the Erlang FAQ:

10.7 How did the first Erlang compiler get written?
(or: how was Erlang bootstrapped?) In
  Joe's words:
First I designed an abstract machine
  to execute Erlang. This was called the
  JAM machine; JAM = Joe's Abstract
  Machine.
Then I wrote a compiler from Erlang to
  JAM and an emulator to see if the
  machine worked. Both these were
  written in prolog.
At the same time Mike Williams wrote a
  C emulator for the JAM.
Then I rewrote the erlang-to-jam
  compiler in Erlang and used the prolog
  compiler to compile it. The resultant
  object code was run in the C emulator.
  Then we threw away prolog.

",546160,50542.0,2009-02-13 14:39:32+00:00,,92,What is Erlang written in?,"What is Ericsson's implementation of Erlang and Erlang/OTP written and compiled in? Is is assembly, C or Erlang itself?
Update 1: Thanks to DrJokepu. If I understand correctly, Erlang source-to-VM compiler is written in Erlang itself. But the VM is written in C.
Update 2: Hynek-Pichi-Vychodil pointed out a lot of details.

VM and HW interacting drivers: in C.
Compiler (to VM) and libraries: in Erlang.
Extensions: Possible in any language by writing a port or an Erlang node in that language.

"
19635699,774398.0,2013-10-28 13:09:49+00:00,18556280,53,"Are you using Windows? This error could happen if the generated build file path exceeds the Windows (not NTFS) max path length of 260 characters. Make sure your project path is not too long, use short names as well. More info from MS:

Maximum Path Length Limitation
  In the Windows API (with some exceptions discussed in the following paragraphs), the maximum length for a path is MAX_PATH, which is defined as 260 characters. A local path is structured in the following order: drive letter, colon, backslash, name components separated by backslashes, and a terminating null character. For example, the maximum path on drive D is ""D:\some 256-character path string"" where """" represents the invisible terminating null character for the current system codepage. (The characters < > are used here for visual clarity and cannot be part of a valid path string.)

Also see discussion why the limitation Windows exists.
",18556280,2536084.0,2013-09-01 07:36:45+00:00,,13,Android Studio - Unable to open PNG file,"I'm trying to integrate Facebook into my app, but while running it in Android Studio, I get this:

Gradle: Execution failed for task ':AplikaceBeta1.0.1:mergeDebugResources'.
  Failed to run command:
      C:\Users\David\AppData\Local\Android\android-studio\sdk\build-tools\android-4.2.2\aapt.exe s -i C:\Users\David\Desktop\facebook-android-sdk-3.5\facebook-android-sdk-3.5\samples\AplikaceBeta1.0.1Project\AplikaceBeta1.0.1\build\exploded-bundles\AplikaceBeta101ProjectLibrariesFacebookUnspecified.aar\res\drawable\com_facebook_profile_picture_blank_square.png -o C:\Users\David\Desktop\facebook-android-sdk-3.5\facebook-android-sdk-3.5\samples\AplikaceBeta1.0.1Project\AplikaceBeta1.0.1\build\res\all\debug\drawable\com_facebook_profile_picture_blank_square.png
  Error Code:
      42
  Output:
      C:\Users\David\Desktop\facebook-android-sdk-3.5\facebook-android-sdk-3.5\samples\AplikaceBeta1.0.1Project\AplikaceBeta1.0.1\build\exploded-bundles\AplikaceBeta101ProjectLibrariesFacebookUnspecified.aar\res\drawable\com_facebook_profile_picture_blank_square.png ERROR: Unable to open PNG file

Unable to open PNG file... what?!
Code is totally the same as in ""Getting Started with the Facebook SDK for Android (Android Studio)"" guide. It's really simple, this is my MainActivity.java:
package com.example.aplikacebeta101;

import android.os.Bundle;
import android.app.Activity;
import android.content.Intent;
import android.widget.TextView;
import com.facebook.*;
import com.facebook.model.*;

public class MainActivity extends Activity {

    @Override
    public void onCreate(Bundle savedInstanceState) {
        super.onCreate(savedInstanceState);
        setContentView(R.layout.activity_main);

        // start Facebook Login
        Session.openActiveSession(this, true, new Session.StatusCallback() {

            // callback when session changes state
            @Override
            public void call(Session session, SessionState state, Exception exception)             {
            if (session.isOpened()) {

                // make request to the /me API
                Request.executeMeRequestAsync(session, new Request.GraphUserCallback() {

                    // callback after Graph API response with user object
                    @Override
                    public void onCompleted(GraphUser user, Response response) {
                        if (user != null) {
                            TextView welcome = (TextView) findViewById(R.id.welcome);
                            welcome.setText(""Hello "" + user.getName() + ""!"");
                        }
                    }
                });
            }
        }
    });
}

@Override
public void onActivityResult(int requestCode, int resultCode, Intent data) {
    super.onActivityResult(requestCode, resultCode, data);
    Session.getActiveSession().onActivityResult(this, requestCode, resultCode, data);
}

}

Any ideas? I know, Android Studio is still EAP, but I think this is not caused by Android Studio.
"
2380261,13249.0,2010-03-04 15:05:06+00:00,2380230,170,"Here's a short version:
$('#ddlCodes').change(function() {
  $('#txtEntry2').text($(this).find("":selected"").text());
});

karim79 made a good catch, judging by your element name txtEntry2 may be a textbox, if it's any kind of input, you'll need to use .val() instead or .text() like this:
  $('#txtEntry2').val($(this).find("":selected"").text());

For the ""what's wrong?"" part of the question: .text() doesn't take a selector, it takes text you want it set to, or nothing to return the text already there.  So you need to fetch the text you want, then put it in the .text(string) method on the object you want to set, like I have above.
",2380230,278768.0,2010-03-04 15:00:21+00:00,,84,Get selected option from select element,"I am trying to get the selected option from a dropdown and populate another item with that text, as follows. IE is barking up a storm and it doesn't work in Firefox:
$('#ddlCodes').change(function() {
  $('#txtEntry2').text('#ddlCodes option:selected').text();
});

What am I doing wrong?
"
1009879,115555.0,2009-06-17 22:42:25+00:00,1009860,233,"import sys

print ""\n"".join(sys.argv)

sys.argv is a list that contains all the arguments passed to the script on the command line.
Basically,
import sys
print sys.argv[1:]

",1009860,,2009-06-17 22:38:30+00:00,,269,Command Line Arguments In Python,"I am originally a C programmer. I have seen numerous tricks and ""hacks"" to read many different arguments. 
What are some of the ways Python programmers can do this?
Related

Whatâs the best way to grab/parse command line arguments passed to a Python script?
Implementing a â[command] [action] [parameter]â style command-line interfaces?
How can I process command line arguments in Python?
How do I format positional argument help using Pythonâs optparse?

"
6140504,121493.0,2011-05-26 14:46:20+00:00,6140430,136,"It would depend on the browser's default stylesheet. You can view an (unofficial) table of CSS2.1 User Agent stylesheet defaults here.
Based on the page listed above, the default sizes look something like this:
    IE7     IE8     FF2         FF3         Opera   Safari 3.1
H1  24pt    2em     32px        32px        32px    32px       
H2  18pt    1.5em   24px        24px        24px    24px
H3  13.55pt 1.17em  18.7333px   18.7167px   18px    19px
H4  n/a     n/a     n/a         n/a         n/a     n/a
H5  10pt    0.83em  13.2667px   13.2833px   13px    13px
H6  7.55pt  0.67em  10.7333px   10.7167px   10px    11px

Also worth taking a look at is the default stylesheet for HTML 4. The W3C recommends using these styles as the default. An abridged excerpt:
h1 { font-size: 2em; }
h2 { font-size: 1.5em; }
h3 { font-size: 1.17em; }
h4 { font-size: 1.12em; }
h5 { font-size: .83em; }
h6 { font-size: .75em; }

Hope this information is helpful.
",6140430,223134.0,2011-05-26 14:41:40+00:00,2011-05-28 01:30:33+00:00,62,What are the most common font-sizes for H1-H6 tags,"I've always been unsure of where to start as a general best practice baseline. Yes, I know it depends on your design -- but what's most common?
Here's what I currently have as a starter:
h1 { font-size: 24px;}
h2 { font-size: 22px;}
h3 { font-size: 18px;}
h4 { font-size: 16px;}
h5 { font-size: 12px;}
h6 { font-size: 10px;}

Yes, we don't use EMs at my current job. 
Thanks
"
9489400,1068421.0,2012-02-28 20:43:15+00:00,4702000,244,"$('#el').prop('disabled', function(i, v) { return !v; });

The .prop() method accepts two arguments:

Property name (disabled, checked, selected) anything that is either true or false
Property value, can be:

(empty) - returns the current value.
boolean (true/false) - sets the property value.
function - Is executed for each found element, the returned value is used to set the property. There are two arguments passed; the first argument is the index (0, 1, 2, increases for each found element). The second argument is the current value of the element (true/false).


So in this case, I used a function that supplied me the index (i) and the current value (v), then I returned the opposite of the current value, so the property state is reversed.
",4702000,576826.0,2011-01-15 20:37:21+00:00,,107,Toggle input disabled attribute using jQuery,"Here is my code:
$(""#product1 :checkbox"").click(function(){
    $(this)
        .closest('tr') // Find the parent row.
            .find("":input[type='text']"") // Find text elements in that row.
                .attr('disabled',false).toggleClass('disabled') // Enable them.
                .end() // Go back to the row.
            .siblings() // Get its siblings
                .find("":input[type='text']"") // Find text elements in those rows.
                .attr('disabled',true).removeClass('disabled'); // Disable them.
});

How do I toggle .attr('disabled',false);?
I can't seem to find it on Google.
"
11134012,1352125.0,2012-06-21 08:10:16+00:00,11133760,123,"Try this Query for CONVERT DATETIME to UNIX TIME STAMP
SELECT UNIX_TIMESTAMP(STR_TO_DATE('Apr 15 2012 12:00AM', '%M %d %Y %h:%i%p'))

This Query for CHANGE DATE FORMATE
SELECT FROM_UNIXTIME(UNIX_TIMESTAMP(STR_TO_DATE('Apr 15 2012 12:00AM', '%M %d %Y %h:%i%p')),'%m-%d-%Y %h:%i:%p')

",11133760,480232.0,2012-06-21 07:50:26+00:00,,72,MySQL convert datetime to Unix timestamp,"How do I convert the following format to unix timestamp?
Apr 15 2012 12:00AM

The format I get from DB seems to have AM at the end. 
I've tried using the following but it did not work:
CONVERT(DATETIME, Sales.SalesDate, 103) AS DTSALESDATE,  
CONVERT(TIMESTAMP, Sales.SalesDate, 103) AS TSSALESDATE

where Sales.SalesDate value is Apr 15 2012 12:00AM

"
1933733,61700.0,2009-12-19 18:23:28+00:00,1933720,96,"The format you need is:
'2007-01-01 10:00:00'

i.e. yyyy-MM-dd HH:mm:ss
If possible, however, use a parameterised query as this frees you from worrying about the formatting details.
",1933720,54009.0,2009-12-19 18:19:44+00:00,,70,How do I insert datetime value into a SQLite database?,"I am trying to insert a datetime value into a SQLite database. It seems to be sucsessful but when I try to retrieve the value there is an error:

<Unable to read data>

The SQL statements are:
create table myTable (name varchar(25), myDate DATETIME)
insert into myTable (name,mydate) Values ('fred','jan 1 2009 13:22:15')

"
2569899,177570.0,2010-04-03 01:06:09+00:00,1426050,74,"You can do this without any code behind by using a IValueConverter.
<Grid>
   <ComboBox
       x:Name=""comboBox1""
       ItemsSource=""{Binding MyItemSource}""  />
   <TextBlock
       Visibility=""{Binding SelectedItem, ElementName=comboBox1, Converter={StaticResource NullToVisibilityConverter}}""
       IsHitTestVisible=""False""
       Text=""... Select Team ..."" />
</Grid>

Here you have the converter class that you can re-use.
public class NullToVisibilityConverter : IValueConverter
{
    #region Implementation of IValueConverter

    public object Convert(object value, Type targetType, object parameter, CultureInfo culture)
    {
        return value == null ? Visibility.Visible : Visibility.Collapsed;
    }

    public object ConvertBack(object value, Type targetType, object parameter, CultureInfo culture)
    {
        throw new NotImplementedException();
    }

    #endregion
}

And finally, you need to declare your converter in a resource section.
<Converters:NullToVisibilityConverter x:Key=""NullToVisibilityConverter"" />

Where Converters is the place you have placed the converter class. An example is:
xmlns:Converters=""clr-namespace:MyProject.Resources.Converters""

The very nice thing about this approach is no repetition of code in your code behind.
",1426050,131012.0,2009-09-15 09:08:25+00:00,,72,"How to display default text ""--Select Team --"" in combo box on pageload in WPF?","In a WPF app, in MVP app, I have a combo box,for which I display the data fetched from Database. Before the items added to the Combo box, I want to display the default text such as

"" -- Select Team --""

so that on pageload it displays and on selecting it the text should be cleared and the items should be displayed.
Selecting data from DB is happening. I need to display the default text until the user selects an item from combo box.
Please guide me
"
16155417,1284458.0,2013-04-22 19:43:57+00:00,9939760,137,"function dec2bin(dec){
    return (dec >>> 0).toString(2);
}

Here is the explanation.

-3 >>> 0 (right logical shift) coerces its arguments to unsigned integers, which is why you get the 32-bit two's complement representation of -3.


Added example from barlop- 
(-3 >>> 0).toString(2)

will print   
11111111111111111111111111111101

Further additional point from barlop
I notice that  (3).toString(2) or (3>>>0).toString(2), gives the result of 11, though the correct 2s complement, is 011. 
In 2s complement, positive binary numbers are meant to start with at least one leading zero (more is unnecessary), but they should have at least the one zero.  Negative numbers must start with a 1 (more 1s on the far left are ok but unnecessary).  
So,  (-3>>>0).toString(0) does work for positive or negative, but in the positive case, you may want to add a leading 0 to the far left of the result. You may also want to remove superfluous 1s from the far left of negative numbers, leaving just a single 1.   But really in 2s complement, positive numbers starting with 1 is a 'no no', it's wrong. So for positive numbers, add a leading zero  to that result, if you want technically correct 2s complement. 
EDIT:
(Note added by barlop, to answerer's edit)

The above works fine, but for the sake of commenter ""Magus"", or
  anybody else that is extracting a number from a textbox.  In that
  situation, they will be getting a string and will have to convert that
  to an integer in order to do any arithmetic operation on it. So for
  anybody very new to javascript and getting a their input from a
  textbox, they can use parseInt to convert it, the following example of
  use of parseInt is relevant in that situation.  The function dec2bin
  expects an integer argument dec. So if you have a string you should
  convert it using parseInt(myString, 10).   Here
  and 
  here
  explains why use the second parameter of parseInt function.

",9939760,385907.0,2012-03-30 08:50:55+00:00,,114,how do I convert an integer to binary in javascript?,"I'd like to see integers, positive or negative, in binary.
Rather like this question, but for javascript.
Print an integer in binary format in Java
"
4075857,472270.0,2010-11-02 08:06:31+00:00,4075180,56,"I would be doing it in this way:

Create thread which will control idle activity
Run this thread in Application environment
At each user interaction just refresh idle time

Class for storing global Thread which will control idle time
public class ControlApplication extends Application
{
    private static final String TAG=ControlApplication.class.getName();
    private Waiter waiter;  //Thread which controls idle time

    // only lazy initializations here!
    @Override
    public void onCreate()
    {
        super.onCreate();
        Log.d(TAG, ""Starting application""+this.toString());
        waiter=new Waiter(15*60*1000); //15 mins
        waiter.start();
    }

    public void touch()
    {
        waiter.touch();
    }
}

Class which will be parent for all of your activities
public class ControlActivity extends Activity
{
    private static final String TAG=ControlActivity.class.getName();

    /**
     * Gets reference to global Application
     * @return must always be type of ControlApplication! See AndroidManifest.xml
     */
    public ControlApplication getApp()
    {
        return (ControlApplication )this.getApplication();
    }

    @Override
    public void onUserInteraction()
    {
        super.onUserInteraction();
        getApp().touch();
        Log.d(TAG, ""User interaction to ""+this.toString());
    }

}

And finally Thread itself
public class Waiter extends Thread
{
    private static final String TAG=Waiter.class.getName();
    private long lastUsed;
    private long period;
    private boolean stop;

    public Waiter(long period)
    {
        this.period=period;
        stop=false;
    }

    public void run()
    {
        long idle=0;
        this.touch();
        do
        {
            idle=System.currentTimeMillis()-lastUsed;
            Log.d(TAG, ""Application is idle for ""+idle +"" ms"");
            try
            {
                Thread.sleep(5000); //check every 5 seconds
            }
            catch (InterruptedException e)
            {
                Log.d(TAG, ""Waiter interrupted!"");
            }
            if(idle > period)
            {
                idle=0;
                //do something here - e.g. call popup or so
            }
        }
        while(!stop);
        Log.d(TAG, ""Finishing Waiter thread"");
    }

    public synchronized void touch()
    {
        lastUsed=System.currentTimeMillis();
    }

    public synchronized void forceInterrupt()
    {
        this.interrupt();
    }

    //soft stopping of thread
    public synchronized void stop()
    {
        stop=true;
    }

    public synchronized void setPeriod(long period)
    {
        this.period=period;
    }

}

",4075180,405747.0,2010-11-02 05:43:28+00:00,,21,Application idle time,"In my application there are three activities A -> B -> C -> A. I want to detect application's idle time, so that after 15 mins it will pop up a message irrespective of activity. what is the best method to implement this.  
"
16084793,2295352.0,2013-04-18 13:49:10+00:00,14260340,283,"I know this is an old question - but as it comes up high in the list of hits on Google when I Googled the same thing it made sense to add an answer...
cat(""\014"")  

is the code to send ctrl+L to the console and therefore will clear the screen.
Far better than just sending a whole lot of returns!
",14260340,568249.0,2013-01-10 14:37:49+00:00,,155,Function to Clear the Console in R,"I am wondering if there is a function to clear the console in R, and RStudio in particular. I am looking for a function that I can type into the console, and not a keyboard shortcut.
Someone has already provided such a function in this StackExchange post from 2010. Unfortunately, this depends on the RCom package and will not run on Mac OS X.
"
696144,84468.0,2009-03-30 06:09:57+00:00,334630,173,"        // suppose that we have a test.txt at E:\
        string filePath = @""E:\test.txt"";
        if (!File.Exists(filePath))
        {
            return;
        }

        // combine the arguments together
        // it doesn't matter if there is a space after ','
        string argument = ""/select, \"""" + filePath +""\"""";

        System.Diagnostics.Process.Start(""explorer.exe"", argument);

",334630,41291.0,2008-12-02 16:42:24+00:00,,92,Opening a folder in explorer and selecting a file,"I'm trying to open a folder in explorer with a file selected.
The following code produces a file not found exception: 
System.Diagnostics.Process.Start(
    ""explorer.exe /select,"" 
    + listView1.SelectedItems[0].SubItems[1].Text + ""\\"" 
    + listView1.SelectedItems[0].Text);

How can I get this command to execute in C#?
"
12577957,1043676.0,2012-09-25 07:15:09+00:00,12547490,68,"I'm experiencing the same issue, the message is being issued from the CFNetwork framework, this happens both on device and in the iOS simulator. Specifically running strings on CFNetwork shows:
ADDRESPONSE - not adding TO DISK OR MEMORY: %@
ADDRESPONSE - ADDING TO MEMORY ONLY: %@
My guess is it is being issued by CFCachedURLResponse method.
An update - with further investigation my problem is caused by the following:
NSURLCache *cache = [[NSURLCache alloc] initWithMemoryCapacity: memoryCapacity diskCapacity: discCapacity diskPath:[SDURLCache defaultCachePath]];
[NSURCache setSharedCache:cache];

Where memoryCapacity == 0. Setting this to some realistic value like 10MB stopped the messages from being issued and appeared to retrieve objects from the cache as I would expect.
Unfortunately or otherwise depending on your perspective NSURLRequest etc behaviour changed with iOS 5. NSURLRequestCachePolicy is now acted upon, meaning you will need to check which iOS version your app is running on and adjust your caching behaviour accordingly.
",12547490,1671299.0,2012-09-22 20:33:28+00:00,,65,Log Messages I didn't asked for in Xcode 4.5 with iOS 6.0,"since I updated Xcode to Version 4.5 and started building for iOS 6 log messages like this keep appearing:
ADDRESPONSE - ADDING TO MEMORY ONLY

I never asked for that (at least not consciously).
What do I need to do to stop these messages ? And what is their origin ?
"
26541742,1905139.0,2014-10-24 04:58:37+00:00,23180650,54,"I'm going to assume that you do not have your secrets.yml checked into source control (ie. it's in the .gitignore file).  Even if this isn't your situation, it's what many other people viewing this question have done because they have their code exposed on Github and don't want their secret key floating around.
If it's not in source control, Heroku doesn't know about it.  So Rails is looking for Rails.application.secrets.secret_key_base and it hasn't been set because Rails sets it by checking the secrets.yml file which doesn't exist.  The simple workaround is to go into your config/environments/production.rb file and add the following line:
Rails.application.configure do
    ...
    config.secret_key_base = ENV[""SECRET_KEY_BASE""]
    ...
end

This tells your application to set the secret key using the environment variable instead of looking for it in secrets.yml.  It would have saved me a lot of time to know this up front.
",23180650,2493218.0,2014-04-20 09:38:56+00:00,,100,"How to solve error ""Missing `secret_key_base` for 'production' environment"" (Rails 4.1)","I've created a rails app (rails 4.1) from scratch and I am facing a strange problem that I am not able to solve.
Every time I try to deploy my app on Heroku I get an error 500:

Missing secret_key_base for 'production' environment, set this value in config/secrets.yml

The secret.yml file contains the following configuration: 
secret_key_base: <%= ENV[""SECRET_KEY_BASE""] %>

On Heroku I have configured an environment variable ""SECRET_KEY_BASE"" with the result of ""rake secret"" command. If I launch ""heroku config"", I can see the variable with the correct name and value.
Why am I still getting this error?
Thanks a lot
"
